Entity,Continent,Latitude,Longitude,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths,daily cases,daily deaths,posratio
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-15,21962.0,23947.0,482.0,452.0,13.0,0.020581003551589108
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-16,21281.0,24450.0,490.0,503.0,8.0,0.023636107325783563
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-17,21129.0,24932.0,500.0,482.0,10.0,0.022812248568318424
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-18,15514.0,25370.0,509.0,438.0,9.0,0.02823256413561944
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-19,7524.0,25802.0,520.0,432.0,11.0,0.05741626794258373
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-20,21392.0,26469.0,528.0,667.0,8.0,0.031179880329094987
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-21,23900.0,27334.0,534.0,865.0,6.0,0.03619246861924686
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-22,23200.0,28216.0,549.0,882.0,15.0,0.03801724137931035
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-23,24011.0,29057.0,559.0,841.0,10.0,0.035025613260588895
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-24,22656.0,29992.0,564.0,935.0,5.0,0.0412694209039548
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-25,18636.0,30782.0,574.0,790.0,10.0,0.04239107104528869
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-26,13793.0,31496.0,581.0,714.0,7.0,0.051765388240411804
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-27,23147.0,32752.0,593.0,1256.0,12.0,0.05426189138981293
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-28,24251.0,34299.0,603.0,1547.0,10.0,0.06379118386870644
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-29,12963.0,35510.0,615.0,1211.0,12.0,0.0934197330864769
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-30,29541.0,37196.0,620.0,1686.0,5.0,0.057073220270133035
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-31,26185.0,39251.0,626.0,2055.0,6.0,0.07848004582776398
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-03,27988.0,44246.0,655.0,2166.0,13.0,0.0773903101329141
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-04,27288.0,46892.0,673.0,2646.0,18.0,0.09696569920844327
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-05,26228.0,49807.0,702.0,2915.0,29.0,0.11114076559402165
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-06,29590.0,52254.0,715.0,2447.0,13.0,0.08269685704629942
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-07,27883.0,54809.0,749.0,2555.0,34.0,0.0916328945952731
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-08,16134.0,56698.0,784.0,1889.0,35.0,0.11708193876286103
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-09,11321.0,58187.0,825.0,1489.0,41.0,0.13152548361452168
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-10,27815.0,60570.0,866.0,2383.0,41.0,0.08567319791479418
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-11,29190.0,63321.0,909.0,2751.0,43.0,0.09424460431654676
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-12,28594.0,66637.0,959.0,3316.0,50.0,0.11596838497586906
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-13,29435.0,69675.0,997.0,3038.0,38.0,0.10321046373365042
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-14,28843.0,72510.0,1035.0,2835.0,38.0,0.09829074645494575
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-15,15897.0,74205.0,1106.0,1695.0,71.0,0.10662389130024533
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-16,13148.0,76403.0,1165.0,2198.0,59.0,0.16717371463340433
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-17,29798.0,78825.0,1228.0,2422.0,63.0,0.08128062286059468
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-18,31777.0,82034.0,1288.0,3209.0,60.0,0.10098498914309091
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-19,31071.0,85261.0,1347.0,3227.0,59.0,0.10385890380097197
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-20,31130.0,87812.0,1419.0,2551.0,72.0,0.08194667523289431
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-21,30920.0,90121.0,1527.0,2309.0,108.0,0.07467658473479949
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-22,15803.0,91619.0,1630.0,1498.0,103.0,0.09479212807694741
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-26,31518.0,99306.0,2001.0,2018.0,99.0,0.06402690526048607
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-27,30845.0,101287.0,2102.0,1981.0,101.0,0.06422434754417247
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-28,29454.0,103034.0,2223.0,1747.0,121.0,0.05931282678074285
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-29,16426.0,104227.0,2321.0,1193.0,98.0,0.07262875928406186
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-30,11372.0,105271.0,2406.0,1044.0,85.0,0.09180443193809357
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-01,30923.0,107470.0,2517.0,2199.0,111.0,0.07111211719432138
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-02,28480.0,109655.0,2606.0,2185.0,89.0,0.07672050561797752
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-03,29799.0,111537.0,2706.0,1882.0,100.0,0.06315648176113292
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-04,27082.0,113185.0,2804.0,1648.0,98.0,0.06085222657115427
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-05,27639.0,114568.0,2902.0,1383.0,98.0,0.05003798979702594
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-06,12968.0,115471.0,3003.0,903.0,101.0,0.0696329426280074
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-07,10526.0,116721.0,3092.0,1250.0,89.0,0.11875356260687821
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-08,30050.0,118045.0,3194.0,1324.0,102.0,0.04405990016638935
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-09,30292.0,119720.0,3289.0,1675.0,95.0,0.055295127426383206
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-10,32494.0,121253.0,3370.0,1533.0,81.0,0.04717794054286945
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-11,32747.0,122648.0,3472.0,1395.0,102.0,0.042599322075304605
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-12,31284.0,123842.0,3540.0,1194.0,68.0,0.038166474875335636
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-13,15792.0,124534.0,3625.0,692.0,85.0,0.04381965552178318
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-14,11979.0,125173.0,3687.0,639.0,62.0,0.05334335086401202
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-15,32937.0,126372.0,3785.0,1199.0,98.0,0.03640282964447278
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-16,33727.0,127557.0,3870.0,1185.0,85.0,0.03513505500044475
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-17,33509.0,128710.0,3948.0,1153.0,78.0,0.03440866632844907
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-18,36084.0,129584.0,4044.0,874.0,96.0,0.024221261500942247
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-19,32601.0,130485.0,4102.0,901.0,58.0,0.027637189043280882
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-20,15626.0,131072.0,4172.0,587.0,70.0,0.03756559580186868
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-21,11861.0,131597.0,4257.0,525.0,85.0,0.04426270972093416
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-22,33723.0,132430.0,4340.0,833.0,83.0,0.024701242475461852
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-23,33587.0,133365.0,4402.0,935.0,62.0,0.027838151665823086
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-24,31775.0,134235.0,4457.0,870.0,55.0,0.02738001573564123
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-25,30062.0,134852.0,4507.0,617.0,50.0,0.020524249883573948
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-26,5832.0,135114.0,4553.0,262.0,46.0,0.04492455418381344
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-27,6143.0,135456.0,4606.0,342.0,53.0,0.05567312388083998
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-28,7339.0,135931.0,4672.0,475.0,66.0,0.0647227142662488
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-29,31929.0,136976.0,4730.0,1045.0,58.0,0.03272886717404241
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-30,35015.0,137918.0,4788.0,942.0,58.0,0.02690275596173069
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-31,31923.0,138850.0,4838.0,932.0,50.0,0.02919525107289415
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-01,28639.0,139447.0,4881.0,597.0,43.0,0.020845699919689934
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-02,4798.0,139709.0,4921.0,262.0,40.0,0.05460608586911213
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-03,8504.0,140099.0,4957.0,390.0,36.0,0.04586077140169332
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-04,8282.0,140526.0,5011.0,427.0,54.0,0.05155759478386863
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-05,31996.0,141453.0,5051.0,927.0,40.0,0.028972371546443304
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-06,30286.0,142267.0,5099.0,814.0,48.0,0.02687710493297233
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-07,8697.0,142777.0,5146.0,510.0,47.0,0.058640910658847877
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-08,36458.0,143494.0,5195.0,717.0,49.0,0.019666465521970485
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-09,36683.0,144293.0,5227.0,799.0,32.0,0.021781206553444375
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-10,19708.0,144738.0,5263.0,445.0,36.0,0.022579663080982342
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-11,16670.0,145179.0,5302.0,441.0,39.0,0.026454709058188364
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-12,41674.0,146020.0,5329.0,841.0,27.0,0.020180448241109563
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-13,34980.0,146688.0,5354.0,668.0,25.0,0.019096626643796456
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-14,35039.0,147283.0,5387.0,595.0,33.0,0.016981078227118356
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-15,32528.0,147860.0,5421.0,577.0,34.0,0.017738563698967043
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-16,30313.0,148370.0,5441.0,510.0,20.0,0.01682446475109689
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-17,10795.0,148607.0,5469.0,237.0,28.0,0.021954608615099583
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-18,8173.0,148925.0,5488.0,318.0,19.0,0.03890860149271993
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-19,31599.0,149462.0,5518.0,537.0,30.0,0.016994208677489794
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-20,30429.0,149973.0,5545.0,511.0,27.0,0.016793190706234185
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-21,29455.0,150479.0,5570.0,506.0,25.0,0.017178747241554913
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-22,32437.0,151041.0,5598.0,562.0,28.0,0.01732589327003114
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-23,30996.0,151646.0,5622.0,605.0,24.0,0.019518647567428056
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-24,11873.0,151980.0,5646.0,334.0,24.0,0.028131053651141245
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-25,9394.0,152412.0,5671.0,432.0,25.0,0.04598680008516074
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-26,36240.0,153226.0,5692.0,814.0,21.0,0.022461368653421635
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-27,37695.0,154083.0,5724.0,857.0,32.0,0.02273511075739488
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-28,34044.0,154796.0,5742.0,713.0,18.0,0.02094348490189167
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-29,45381.0,155678.0,5764.0,882.0,22.0,0.01943544655252198
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-30,31904.0,156473.0,5779.0,795.0,15.0,0.024918505516549647
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-31,13157.0,156957.0,5796.0,484.0,17.0,0.03678650148210078
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-01,11351.0,157495.0,5829.0,538.0,33.0,0.047396705136111356
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-02,37591.0,158716.0,5851.0,1221.0,22.0,0.032481179005613044
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-03,38696.0,159866.0,5878.0,1150.0,27.0,0.029718833988009098
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-04,44396.0,160935.0,5903.0,1069.0,25.0,0.024078745832957923
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-05,45888.0,162107.0,5922.0,1172.0,19.0,0.02554044630404463
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-06,46057.0,163213.0,5951.0,1106.0,29.0,0.024013722126929673
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-07,21997.0,163946.0,5972.0,733.0,21.0,0.03332272582624903
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-08,18152.0,164575.0,5997.0,629.0,25.0,0.03465182899955928
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-09,53015.0,166067.0,6017.0,1492.0,20.0,0.02814297840233896
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-10,51407.0,167549.0,6034.0,1482.0,17.0,0.028828758729355926
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-11,50879.0,168872.0,6056.0,1323.0,22.0,0.0260028695532538
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-12,47662.0,170244.0,6077.0,1372.0,21.0,0.028786034996433216
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-13,45833.0,171466.0,6103.0,1222.0,26.0,0.026662012087360635
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-14,19694.0,172128.0,6126.0,662.0,23.0,0.03361429877119935
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-15,13304.0,172824.0,6152.0,696.0,26.0,0.052315093205051115
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-16,40446.0,173905.0,6181.0,1081.0,29.0,0.02672699401671364
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-17,25724.0,174659.0,6194.0,754.0,13.0,0.02931114912144301
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-18,37009.0,176059.0,6221.0,1400.0,27.0,0.03782863627766219
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-19,45653.0,177494.0,6249.0,1435.0,28.0,0.03143276454997481
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-20,43310.0,178918.0,6272.0,1424.0,23.0,0.03287924266912953
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-21,23139.0,179802.0,6297.0,884.0,25.0,0.038203898180560955
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-22,15610.0,180672.0,6321.0,870.0,24.0,0.05573350416399744
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-23,100543.0,182783.0,6343.0,2111.0,22.0,0.020995991764717583
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-24,4215.0,184686.0,6371.0,1903.0,28.0,0.45148279952550413
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-25,50247.0,186469.0,6410.0,1783.0,39.0,0.03548470555456047
